entity,00_baseline,01_undertow,02_swiftdeath007,03_swiftdeath007,04_swiftdeath007,05_derantrix,06_imp,07_osboz,08_lady_meyneth,09_jobo,10_ztirom22,11_theflyingcurryfish154,12_phlap,13_phlap,14_abucnasty_Stage_1,14_abucnasty_Stage_2,14_abucnasty_Stage_3,14_abucnasty,17_henryjk,18_lady_meyneth,19_werezwolf,20_toda1,21_syvkal_STAGE_0,21_syvkal_STAGE_1,21_syvkal,22_mcmayhem57,23_mcmayhem57,24_mcmayhem57,25_ashtroboy_1,25_ashtroboy_Paste_after_sulfur_rounds_corner_and_imediatly_after_lamp_blinks,25_ashtroboy,26_mrcooki4,27_geist,28_geist,29_geist,30_reja,31_minebuilder,32_reja,33_syvkal_STAGE_0,33_syvkal_STAGE_1,33_syvkal,34_osboz,35_henryjk
stack-inserter_from_electromagnetic-plant_copper-cable_to_electromagnetic-plant_advanced-circuit,0,0,0,0,0,0,0,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
stack-inserter_from_electromagnetic-plant_copper-cable_to_electromagnetic-plant_advanced-circuit_circuit_enabled,0,0,0,0,0,0,0,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
stack-inserter_from_electromagnetic-plant_copper-cable_to_electromagnetic-plant_electronic-circuit,0,0,0,0,0,0,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
stack-inserter_from_electromagnetic-plant_copper-cable_to_electromagnetic-plant_electronic-circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_electronic-circuit,2,4,6,0,0,4,24,10,4,2,4,32,2,2,2,2,2,2,16,4,8,23,4,4,4,2,2,2,0,24,24,10,4,4,4,2,0,2,4,4,4,10,16
stack-inserter_from_electromagnetic-plant_electronic-circuit_circuit_enabled,0,0,0,0,0,4,0,10,4,2,0,32,0,0,2,2,2,2,16,4,8,23,0,0,0,0,0,0,0,24,24,10,4,4,4,1,0,1,0,0,0,10,16
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_cargo-wagon,0,0,0,0,0,4,0,0,4,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_cargo-wagon_circuit_enabled,0,0,0,0,0,4,0,0,4,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_electromagnetic-plant_advanced-circuit,0,0,6,0,0,0,24,10,0,0,0,32,0,0,0,0,0,0,16,0,8,23,0,0,0,0,0,0,0,24,24,10,0,0,0,0,0,0,0,0,0,10,16
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_electromagnetic-plant_advanced-circuit_circuit_enabled,0,0,0,0,0,0,0,10,0,0,0,32,0,0,0,0,0,0,16,0,8,23,0,0,0,0,0,0,0,24,24,10,0,0,0,0,0,0,0,0,0,10,16
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_turbo-transport-belt,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,4,4,4,0,0,0,0,0,0,0,4,4,3,2,0,2,4,4,4,0,0
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_turbo-transport-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,0,1,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_turbo-underground-belt,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stack-inserter_from_electromagnetic-plant_electronic-circuit_to_turbo-underground-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stack-inserter_from_express-underground-belt,0,0,0,0,0,28,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_express-underground-belt_circuit_enabled,0,0,0,0,0,28,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_express-underground-belt_to_assembling-machine-3_engine-unit,0,0,0,0,0,28,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_express-underground-belt_to_assembling-machine-3_engine-unit_circuit_enabled,0,0,0,0,0,28,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
stack-inserter_from_foundry_casting-copper-cable,8,14,12,60,12,10,48,0,6,6,4,0,11,11,14,14,14,14,48,6,0,46,19,19,19,0,0,0,48,48,48,20,11,11,29,10,0,10,19,19,19,0,48
stack-inserter_from_foundry_casting-copper-cable_circuit_enabled,0,8,0,60,12,10,0,0,0,6,0,0,11,11,14,14,14,14,48,0,0,23,19,19,19,0,0,0,48,48,48,20,11,11,29,4,0,4,19,19,19,0,48
stack-inserter_from_foundry_casting-copper-cable_to_assembling-machine-3_advanced-circuit,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper-cable_to_assembling-machine-3_advanced-circuit_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper-cable_to_assembling-machine-3_electronic-circuit,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper-cable_to_assembling-machine-3_electronic-circuit_circuit_enabled,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper-cable_to_cargo-wagon,0,0,0,0,0,10,0,0,4,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper-cable_to_cargo-wagon_circuit_enabled,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper-cable_to_electromagnetic-plant_advanced-circuit,0,8,6,0,6,0,24,0,0,0,0,0,8,8,8,8,8,8,32,0,0,23,16,16,16,0,0,0,0,24,24,10,8,8,26,0,0,0,16,16,16,0,32
stack-inserter_from_foundry_casting-copper-cable_to_electromagnetic-plant_advanced-circuit_circuit_enabled,0,8,0,0,6,0,0,0,0,0,0,0,8,8,8,8,8,8,32,0,0,23,16,16,16,0,0,0,0,24,24,10,8,8,26,0,0,0,16,16,16,0,32
stack-inserter_from_foundry_casting-copper-cable_to_electromagnetic-plant_electronic-circuit,0,6,6,0,0,0,24,0,2,2,0,0,3,3,6,6,6,6,16,2,0,23,3,3,3,0,0,0,0,24,24,10,3,3,3,4,0,4,3,3,3,0,16
stack-inserter_from_foundry_casting-copper-cable_to_electromagnetic-plant_electronic-circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,2,0,0,3,3,6,6,6,6,16,0,0,0,3,3,3,0,0,0,0,24,24,10,3,3,3,4,0,4,3,3,3,0,16
stack-inserter_from_foundry_casting-copper-cable_to_turbo-transport-belt,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0
stack-inserter_from_foundry_casting-copper_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper_to_assembling-machine-3_copper-cable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper_to_assembling-machine-3_copper-cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper_to_electromagnetic-plant_copper-cable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-copper_to_turbo-transport-belt,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
stack-inserter_from_foundry_casting-copper_to_turbo-transport-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-iron,2,2,6,30,6,2,24,4,2,2,4,4,1,1,2,2,2,2,16,2,2,23,1,1,1,2,2,2,24,24,24,10,1,1,1,2,0,2,1,1,1,4,16
stack-inserter_from_foundry_casting-iron-gear-wheel,2,2,14,30,12,4,24,4,22,0,2,3,2,0,0,0,0,0,0,22,14,23,24,24,24,26,28,2,0,0,0,4,2,0,0,2,0,2,24,24,24,4,0
stack-inserter_from_foundry_casting-iron-gear-wheel_circuit_enabled,0,0,14,30,12,4,0,0,22,0,0,0,0,0,0,0,0,0,0,22,14,0,0,0,0,26,28,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-iron-gear-wheel_to_assembling-machine-3_engine-unit,0,0,14,30,12,0,24,0,22,0,0,0,0,0,0,0,0,0,0,22,14,0,0,0,0,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-iron-gear-wheel_to_assembling-machine-3_engine-unit_circuit_enabled,0,0,14,30,12,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,14,0,0,0,0,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-iron-gear-wheel_to_cargo-wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,0,0
stack-inserter_from_foundry_casting-iron-gear-wheel_to_turbo-transport-belt,2,2,0,0,0,4,0,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,2,0,2,0,0,0,4,0
stack-inserter_from_foundry_casting-iron-gear-wheel_to_turbo-transport-belt_circuit_enabled,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-iron-gear-wheel_to_turbo-underground-belt,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-iron_circuit_enabled,0,0,1,30,6,2,0,0,2,2,0,4,1,1,2,2,2,2,16,2,0,0,1,1,1,0,0,0,24,24,24,10,0,0,0,2,0,2,1,1,1,0,16
stack-inserter_from_foundry_casting-iron_to_assembling-machine-3_electronic-circuit,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-iron_to_assembling-machine-3_electronic-circuit_circuit_enabled,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-iron_to_electromagnetic-plant_electronic-circuit,2,2,6,0,0,2,24,0,2,2,4,0,1,1,2,2,2,2,16,2,0,23,1,1,1,2,2,2,0,24,24,10,1,1,1,2,0,2,1,1,1,0,16
stack-inserter_from_foundry_casting-iron_to_electromagnetic-plant_electronic-circuit_circuit_enabled,0,0,1,0,0,2,0,0,2,2,0,0,1,1,2,2,2,2,16,2,0,0,1,1,1,0,0,0,0,24,24,10,0,0,0,2,0,2,1,1,1,0,16
stack-inserter_from_foundry_casting-iron_to_turbo-transport-belt,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
stack-inserter_from_foundry_casting-iron_to_turbo-transport-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-pipe,2,44,14,30,4,4,24,4,22,0,3,144,22,0,0,0,0,0,0,22,14,23,24,24,24,26,28,4,0,0,0,6,3,0,0,4,0,4,24,24,24,4,0
stack-inserter_from_foundry_casting-pipe_circuit_enabled,0,0,14,30,1,4,0,0,22,0,0,144,22,0,0,0,0,0,0,22,14,0,0,0,0,26,28,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-pipe_to_assembling-machine-3_engine-unit,0,44,14,0,0,0,24,0,22,0,0,144,22,0,0,0,0,0,0,22,14,0,0,0,0,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-pipe_to_assembling-machine-3_engine-unit_circuit_enabled,0,0,14,0,0,0,0,0,22,0,0,144,22,0,0,0,0,0,0,22,14,0,0,0,0,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-pipe_to_cargo-wagon,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,0,0
stack-inserter_from_foundry_casting-pipe_to_cargo-wagon_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-pipe_to_express-splitter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-pipe_to_express-transport-belt,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-pipe_to_turbo-transport-belt,2,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,4,0,4,0,0,0,4,0
stack-inserter_from_foundry_casting-pipe_to_turbo-transport-belt_circuit_enabled,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-pipe_to_turbo-underground-belt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-pipe_to_turbo-underground-belt_circuit_enabled,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-steel,2,2,14,30,12,4,24,4,22,0,2,3,22,0,0,0,0,0,0,22,5,23,24,24,24,8,8,2,0,0,0,4,2,0,0,2,0,2,24,24,24,4,0
stack-inserter_from_foundry_casting-steel_circuit_enabled,0,0,14,30,12,4,0,0,22,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,8,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-steel_to_assembling-machine-3_engine-unit,0,0,14,0,12,0,24,0,22,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-steel_to_assembling-machine-3_engine-unit_circuit_enabled,0,0,14,0,12,0,0,0,22,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-steel_to_cargo-wagon,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,0,0
stack-inserter_from_foundry_casting-steel_to_cargo-wagon_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_casting-steel_to_turbo-transport-belt,2,2,0,0,0,4,0,4,0,0,2,3,0,0,0,0,0,0,0,0,5,0,0,0,0,8,8,2,0,0,0,4,2,0,0,2,0,2,0,0,0,4,0
stack-inserter_from_foundry_casting-steel_to_turbo-transport-belt_circuit_enabled,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_set_recipe,0,0,0,0,0,0,0,0,0,12,0,0,0,10,10,10,10,10,48,0,0,0,0,0,0,0,0,0,20,20,20,0,0,23,18,0,0,0,0,0,0,0,48
stack-inserter_from_foundry_set_recipe_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,20,20,20,0,0,23,18,0,0,0,0,0,0,0,48
stack-inserter_from_foundry_set_recipe_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_set_recipe_to_assembling-machine-3_engine-unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,48
stack-inserter_from_foundry_set_recipe_to_assembling-machine-3_engine-unit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,48
stack-inserter_from_foundry_set_recipe_to_steel-chest,0,0,0,0,0,0,0,0,0,12,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_set_recipe_to_steel-chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0
stack-inserter_from_foundry_set_recipe_to_steel-chest_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0
stack-inserter_from_iron-chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
stack-inserter_from_iron-chest_to_turbo-transport-belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
stack-inserter_from_steel-chest,0,0,0,0,0,0,0,0,0,36,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0
stack-inserter_from_steel-chest_circuit_enabled,0,0,0,0,0,0,0,0,0,24,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0
stack-inserter_from_steel-chest_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0
stack-inserter_from_steel-chest_to_assembling-machine-3_chemical-science-pack,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_steel-chest_to_assembling-machine-3_chemical-science-pack_circuit_enabled,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_steel-chest_to_assembling-machine-3_engine-unit,0,0,0,0,0,0,0,0,0,12,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0
stack-inserter_from_steel-chest_to_assembling-machine-3_engine-unit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0
stack-inserter_from_steel-chest_to_assembling-machine-3_engine-unit_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0
stack-inserter_from_turbo-transport-belt,83,8,4,6,21,16,0,159,22,0,55,33,48,48,50,50,50,50,20,22,2,25,56,56,56,3,3,43,49,49,49,6,88,48,27,25,0,24,56,56,56,159,20
stack-inserter_from_turbo-transport-belt_circuit_enabled,0,0,0,0,14,16,0,153,22,0,53,33,48,48,50,50,50,50,16,22,0,0,56,56,56,0,0,14,49,49,49,4,88,48,27,25,0,24,56,56,56,155,16
stack-inserter_from_turbo-transport-belt_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,88,2,0,0,0,0,0,0,0,0,0
stack-inserter_from_turbo-transport-belt_to_assembling-machine-3_chemical-science-pack,46,4,0,0,2,12,0,104,22,0,42,8,22,44,44,44,44,44,0,22,0,0,48,48,48,0,0,26,0,48,48,0,44,48,0,22,0,22,48,48,48,104,0
stack-inserter_from_turbo-transport-belt_to_assembling-machine-3_chemical-science-pack_circuit_enabled,0,0,0,0,2,12,0,98,22,0,42,8,22,44,44,44,44,44,0,22,0,0,48,48,48,0,0,0,0,48,48,0,44,48,0,22,0,22,48,48,48,100,0
