design,design_hybrid_06_abucnasty,design_hybrid_05_thaeln_abucnasty,design_hybrid_04_thaeln_abucnasty,design_hybrid_03_thaeln_abucnasty,design_hybrid_01_abucnasty,design_35_henryjk,design_27_geist_fixed,design_18_lady_meyneth,design_14_abucnasty,design_12_phlap,design_08_lady_meyneth,design_01_undertow,design_00_baseline
stack_inserter_from_cryogenic_plant_sulfur_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_sulfur_to_turbo_underground_belt,0,0,0,0,0,0,0,0,0,2,0,2,0
stack_inserter_from_cryogenic_plant_sulfur_to_turbo_underground_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit,8,8,8,8,8,64,8,8,8,8,8,8,12
stack_inserter_from_electromagnetic_plant_advanced_circuit_circuit_enabled,8,8,8,8,8,64,6,8,8,8,8,8,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_assembling_machine_3_chemical_science_pack,0,0,0,0,0,64,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,0,0,64,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_turbo_transport_belt,8,6,8,8,8,0,8,8,8,4,8,8,12
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_turbo_transport_belt_circuit_enabled,8,6,8,8,8,0,6,8,8,4,8,8,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_turbo_underground_belt,0,2,0,0,0,0,0,0,0,4,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_turbo_underground_belt_circuit_enabled,0,2,0,0,0,0,0,0,0,4,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit,4,8,4,4,4,32,4,8,4,4,8,4,4
stack_inserter_from_electromagnetic_plant_electronic_circuit_circuit_enabled,0,8,0,0,0,32,0,8,0,0,8,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_cargo_wagon,0,4,0,0,0,0,0,8,0,0,8,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_cargo_wagon_circuit_enabled,0,4,0,0,0,0,0,8,0,0,8,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,32,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,32,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_steel_chest,0,4,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_steel_chest_circuit_enabled,0,4,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_turbo_transport_belt,4,0,4,4,4,0,4,0,4,4,0,0,4
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_turbo_underground_belt,0,0,0,0,0,0,0,0,0,0,0,4,0
stack_inserter_from_express_underground_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_express_underground_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_express_underground_belt_to_assembling_machine_3_engine_unit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_express_underground_belt_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_cable,20,12,28,28,20,96,11,12,28,22,12,14,16
stack_inserter_from_foundry_casting_copper_cable_circuit_enabled,16,8,28,28,16,96,8,0,28,22,0,8,0
stack_inserter_from_foundry_casting_copper_cable_to_assembling_machine_3_advanced_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_cable_to_assembling_machine_3_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_cable_to_assembling_machine_3_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_cable_to_assembling_machine_3_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_cable_to_cargo_wagon,0,0,0,0,0,0,0,8,0,0,8,0,0
stack_inserter_from_foundry_casting_copper_cable_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_advanced_circuit,16,8,16,16,16,64,8,0,16,16,0,8,0
stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_advanced_circuit_circuit_enabled,16,8,16,16,16,64,8,0,16,16,0,8,0
stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit,4,4,12,12,4,32,3,4,12,6,4,6,0
stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,12,12,0,32,0,0,12,6,0,0,0
stack_inserter_from_foundry_casting_copper_cable_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,16
stack_inserter_from_foundry_casting_copper_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_to_assembling_machine_3_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_to_assembling_machine_3_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_to_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_iron,4,4,4,4,4,32,1,4,4,2,4,2,4
stack_inserter_from_foundry_casting_iron_circuit_enabled,0,0,4,4,0,32,0,4,4,2,4,0,0
stack_inserter_from_foundry_casting_iron_gear_wheel,0,0,0,0,0,0,2,44,0,4,44,2,4
stack_inserter_from_foundry_casting_iron_gear_wheel_circuit_enabled,0,0,0,0,0,0,0,44,0,0,44,0,0
stack_inserter_from_foundry_casting_iron_gear_wheel_to_assembling_machine_3_engine_unit,0,0,0,0,0,0,0,44,0,0,44,0,0
stack_inserter_from_foundry_casting_iron_gear_wheel_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,0,0,0,0,44,0,0,44,0,0
stack_inserter_from_foundry_casting_iron_gear_wheel_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_iron_gear_wheel_to_turbo_transport_belt,0,0,0,0,0,0,2,0,0,0,0,2,4
stack_inserter_from_foundry_casting_iron_gear_wheel_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_iron_gear_wheel_to_turbo_underground_belt,0,0,0,0,0,0,0,0,0,4,0,0,0
stack_inserter_from_foundry_casting_iron_to_assembling_machine_3_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_iron_to_assembling_machine_3_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_iron_to_electromagnetic_plant_electronic_circuit,4,4,4,4,4,32,1,4,4,2,4,2,4
stack_inserter_from_foundry_casting_iron_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,4,4,0,32,0,4,4,2,4,0,0
stack_inserter_from_foundry_casting_iron_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_iron_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_pipe,0,0,0,0,0,0,3,44,0,44,44,44,4
stack_inserter_from_foundry_casting_pipe_circuit_enabled,0,0,0,0,0,0,0,44,0,44,44,0,0
stack_inserter_from_foundry_casting_pipe_to_assembling_machine_3_engine_unit,0,0,0,0,0,0,0,44,0,44,44,44,0
stack_inserter_from_foundry_casting_pipe_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,0,0,0,0,44,0,44,44,0,0
stack_inserter_from_foundry_casting_pipe_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_pipe_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_pipe_to_express_splitter,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_pipe_to_express_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_pipe_to_turbo_transport_belt,0,0,0,0,0,0,3,0,0,0,0,0,4
stack_inserter_from_foundry_casting_pipe_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_pipe_to_turbo_underground_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_pipe_to_turbo_underground_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_steel,0,0,0,0,0,0,2,44,0,44,44,2,4
stack_inserter_from_foundry_casting_steel_circuit_enabled,0,0,0,0,0,0,0,44,0,44,44,0,0
stack_inserter_from_foundry_casting_steel_to_assembling_machine_3_engine_unit,0,0,0,0,0,0,0,44,0,44,44,0,0
stack_inserter_from_foundry_casting_steel_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,0,0,0,0,44,0,44,44,0,0
stack_inserter_from_foundry_casting_steel_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_steel_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_steel_to_turbo_transport_belt,0,0,0,0,0,0,2,0,0,0,0,2,4
stack_inserter_from_foundry_casting_steel_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_set_recipe,48,20,20,20,48,96,0,0,20,0,0,0,0
stack_inserter_from_foundry_set_recipe_circuit_enabled,44,0,0,0,44,96,0,0,0,0,0,0,0
stack_inserter_from_foundry_set_recipe_circuit_set_filters,0,20,20,20,0,0,0,0,20,0,0,0,0
stack_inserter_from_foundry_set_recipe_to_assembling_machine_3_engine_unit,44,0,0,0,44,96,0,0,0,0,0,0,0
stack_inserter_from_foundry_set_recipe_to_assembling_machine_3_engine_unit_circuit_enabled,44,0,0,0,44,96,0,0,0,0,0,0,0
stack_inserter_from_foundry_set_recipe_to_steel_chest,0,20,20,20,0,0,0,0,20,0,0,0,0
stack_inserter_from_foundry_set_recipe_to_steel_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_set_recipe_to_steel_chest_circuit_set_filters,0,20,20,20,0,0,0,0,20,0,0,0,0
stack_inserter_from_foundry_set_recipe_to_turbo_transport_belt,4,0,0,0,4,0,0,0,0,0,0,0,0
stack_inserter_from_infinity_chest,0,0,0,0,0,0,0,0,0,0,0,8,0
stack_inserter_from_infinity_chest_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,4,0
stack_inserter_from_infinity_chest_to_turbo_underground_belt,0,0,0,0,0,0,0,0,0,0,0,4,0
stack_inserter_from_iron_chest,0,0,0,0,0,8,0,0,0,0,0,0,0
stack_inserter_from_iron_chest_to_turbo_transport_belt,0,0,0,0,0,8,0,0,0,0,0,0,0
stack_inserter_from_steel_chest,0,30,20,20,0,0,0,0,20,0,0,0,0
stack_inserter_from_steel_chest_circuit_enabled,0,24,20,20,0,0,0,0,20,0,0,0,0
stack_inserter_from_steel_chest_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_steel_chest_to_assembling_machine_3_chemical_science_pack,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_steel_chest_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_steel_chest_to_assembling_machine_3_engine_unit,0,20,20,20,0,0,0,0,20,0,0,0,0
stack_inserter_from_steel_chest_to_assembling_machine_3_engine_unit_circuit_enabled,0,20,20,20,0,0,0,0,20,0,0,0,0
stack_inserter_from_steel_chest_to_assembling_machine_3_engine_unit_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_steel_chest_to_electromagnetic_plant_advanced_circuit,0,4,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_steel_chest_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,4,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_steel_chest_to_steel_chest,0,6,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt,100,90,100,100,100,40,88,44,100,96,44,8,166
stack_inserter_from_turbo_transport_belt_circuit_enabled,100,88,100,100,100,32,88,44,100,96,44,0,0
stack_inserter_from_turbo_transport_belt_circuit_set_filters,0,0,0,0,0,0,88,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_assembling_machine_3_chemical_science_pack,44,88,88,88,44,0,44,44,88,44,44,4,92
stack_inserter_from_turbo_transport_belt_to_assembling_machine_3_chemical_science_pack_circuit_enabled,44,88,88,88,44,0,44,44,88,44,44,0,0
stack_inserter_from_turbo_transport_belt_to_assembling_machine_3_chemical_science_pack_circuit_set_filters,0,0,0,0,0,0,44,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_assembling_machine_3_engine_unit,44,0,0,0,44,0,44,0,0,44,0,4,40
stack_inserter_from_turbo_transport_belt_to_assembling_machine_3_engine_unit_circuit_enabled,44,0,0,0,44,0,44,0,0,44,0,0,0
stack_inserter_from_turbo_transport_belt_to_assembling_machine_3_engine_unit_circuit_set_filters,0,0,0,0,0,0,44,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_chemical_plant_plastic_bar,0,0,0,0,0,32,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_chemical_plant_plastic_bar_circuit_enabled,0,0,0,0,0,32,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_cryogenic_plant_plastic_bar,4,2,4,4,4,0,0,0,4,0,0,0,2
stack_inserter_from_turbo_transport_belt_to_cryogenic_plant_plastic_bar_circuit_enabled,4,0,4,4,4,0,0,0,4,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_advanced_circuit,8,0,8,8,8,0,0,0,8,8,0,0,24
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_advanced_circuit_circuit_enabled,8,0,8,8,8,0,0,0,8,8,0,0,0
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,8
stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_foundry_molten_copper,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_foundry_molten_copper_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_foundry_molten_iron,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_foundry_molten_iron_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_infinity_chest,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_iron_chest,0,0,0,0,0,8,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_turbo_underground_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_transport_belt_to_turbo_underground_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_underground_belt,0,2,0,0,0,64,12,0,0,4,0,96,4
stack_inserter_from_turbo_underground_belt_circuit_enabled,0,0,0,0,0,64,12,0,0,4,0,8,0
stack_inserter_from_turbo_underground_belt_to_assembling_machine_3_chemical_science_pack,0,0,0,0,0,64,0,0,0,0,0,40,4
stack_inserter_from_turbo_underground_belt_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,0,0,64,0,0,0,0,0,0,0
stack_inserter_from_turbo_underground_belt_to_assembling_machine_3_engine_unit,0,0,0,0,0,0,0,0,0,0,0,40,0
stack_inserter_from_turbo_underground_belt_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_underground_belt_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_underground_belt_to_chemical_plant_plastic_bar,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_underground_belt_to_chemical_plant_plastic_bar_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_underground_belt_to_cryogenic_plant_plastic_bar,0,2,0,0,0,0,4,0,0,4,0,8,0
stack_inserter_from_turbo_underground_belt_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,0,0,0,0,4,0,0,4,0,0,0
stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,8,0,0,0,0,8,0
stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,8,0,0,0,0,8,0
stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_underground_belt_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_underground_belt_to_foundry_molten_copper,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_underground_belt_to_foundry_molten_copper_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_underground_belt_to_foundry_molten_iron,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_turbo_underground_belt_to_foundry_molten_iron_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_assembling_machine_3_advanced_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_assembling_machine_3_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_assembling_machine_3_chemical_science_pack,88,88,88,88,88,192,88,88,88,88,88,88,96
stack_inserter_to_assembling_machine_3_chemical_science_pack_circuit_enabled,88,88,88,88,88,192,88,88,88,88,88,0,0
stack_inserter_to_assembling_machine_3_chemical_science_pack_circuit_set_filters,0,0,0,0,0,0,44,0,0,0,0,0,0
stack_inserter_to_assembling_machine_3_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_assembling_machine_3_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_assembling_machine_3_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_assembling_machine_3_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_assembling_machine_3_engine_unit,88,20,20,20,88,96,44,132,20,132,132,88,40
stack_inserter_to_assembling_machine_3_engine_unit_circuit_enabled,88,20,20,20,88,96,44,132,20,132,132,0,0
stack_inserter_to_assembling_machine_3_engine_unit_circuit_set_filters,0,0,0,0,0,0,44,0,0,0,0,0,0
stack_inserter_to_belt,62,74,78,78,62,80,65,54,78,62,54,72,120
stack_inserter_to_belt_circuit_enabled,52,72,72,72,52,64,50,8,72,8,8,8,0
stack_inserter_to_belt_circuit_set_filters,0,0,0,0,0,0,0,44,20,44,44,0,0
stack_inserter_to_building,220,144,160,160,220,512,164,244,160,264,244,216,174
stack_inserter_to_building_circuit_enabled,212,132,160,160,212,512,160,232,160,264,232,24,0
stack_inserter_to_building_circuit_set_filters,0,0,0,0,0,0,88,0,0,0,0,0,0
stack_inserter_to_cargo_wagon,0,4,0,0,0,0,0,16,0,0,16,0,0
stack_inserter_to_cargo_wagon_circuit_enabled,0,4,0,0,0,0,0,8,0,0,8,0,0
stack_inserter_to_chemical_plant_plastic_bar,0,0,0,0,0,32,0,0,0,0,0,0,0
stack_inserter_to_chemical_plant_plastic_bar_circuit_enabled,0,0,0,0,0,32,0,0,0,0,0,0,0
stack_inserter_to_chest,0,34,20,20,0,8,0,16,20,0,16,0,0
stack_inserter_to_chest_circuit_enabled,0,8,0,0,0,0,0,8,0,0,8,0,0
stack_inserter_to_chest_circuit_set_filters,0,20,20,20,0,0,0,0,20,0,0,0,0
stack_inserter_to_cryogenic_plant_plastic_bar,4,4,4,4,4,0,4,0,4,4,0,8,2
stack_inserter_to_cryogenic_plant_plastic_bar_circuit_enabled,4,0,4,4,4,0,4,0,4,4,0,0,0
stack_inserter_to_electromagnetic_plant_advanced_circuit,32,24,32,32,32,128,24,16,32,32,16,24,24
stack_inserter_to_electromagnetic_plant_advanced_circuit_circuit_enabled,32,24,32,32,32,128,24,8,32,32,8,24,0
stack_inserter_to_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_electromagnetic_plant_electronic_circuit,8,8,16,16,8,64,4,8,16,8,8,8,12
stack_inserter_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,16,16,0,64,0,4,16,8,4,0,0
stack_inserter_to_express_splitter,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_express_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_foundry_molten_copper,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_foundry_molten_copper_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_foundry_molten_iron,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_foundry_molten_iron_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_infinity_chest,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_iron_chest,0,0,0,0,0,8,0,0,0,0,0,0,0
stack_inserter_to_steel_chest,0,30,20,20,0,0,0,0,20,0,0,0,0
stack_inserter_to_steel_chest_circuit_enabled,0,4,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_to_steel_chest_circuit_set_filters,0,20,20,20,0,0,0,0,20,0,0,0,0
stack_inserter_to_turbo_transport_belt,62,70,78,78,62,16,65,10,78,48,10,62,120
stack_inserter_to_turbo_transport_belt_circuit_enabled,52,68,72,72,52,0,50,8,72,4,8,8,0
stack_inserter_to_turbo_transport_belt_circuit_set_filters,0,0,0,0,0,0,0,0,20,40,0,0,0
stack_inserter_to_turbo_underground_belt,0,4,0,0,0,64,0,44,0,14,44,10,0
stack_inserter_to_turbo_underground_belt_circuit_enabled,0,4,0,0,0,64,0,0,0,4,0,0,0
stack_inserter_to_turbo_underground_belt_circuit_set_filters,0,0,0,0,0,0,0,44,0,4,44,0,0
stack_inserter_unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_unknown_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
steel_chest,0,30,20,20,0,0,0,0,20,0,0,0,0
stone_furnace,0,0,0,0,0,0,0,0,0,0,0,0,0
storage_tank,2,1,2,2,2,6,3,2,2,2,2,0,0
straight_rail,0,8,0,0,0,0,0,16,0,0,16,0,0
total_circuit_networks,24,20,40,40,26,26,10,24,42,24,20,8,0
total_electric_networks,4,1,2,2,2,2,1,2,2,2,2,1,2
total_power_poles,44,62,76,68,44,270,54,196,68,88,172,58,60
transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0
transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
turbo_loader,2,2,2,2,2,0,2,0,2,0,0,2,2
turbo_splitter,6,6,12,12,6,30,53,2,4,4,2,0,2
turbo_transport_belt,448,784,940,604,448,348,657,1216,584,980,1200,572,922
turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0
turbo_underground_belt,364,300,354,434,364,792,617,188,426,364,196,256,494
speed,240,480,240,240,240,240,480,240,240,240,240,480,240